id,sample_accession,accession,study_accession,lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101161,SAMN03648408,SAMN03648408,PRJNA282721,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101162,SAMN03648409,SAMN03648409,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101163,SAMN03648410,SAMN03648410,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101164,SAMN03648411,SAMN03648411,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101165,SAMN03648412,SAMN03648412,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101166,SAMN03648413,SAMN03648413,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101167,SAMN03648414,SAMN03648414,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101168,SAMN03648415,SAMN03648415,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101169,SAMN03648416,SAMN03648416,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101170,SAMN03648417,SAMN03648417,PRJNA282721,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101171,SAMN03648418,SAMN03648418,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101172,SAMN03648419,SAMN03648419,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101173,SAMN03648420,SAMN03648420,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101174,SAMN03648421,SAMN03648421,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101175,SAMN03648422,SAMN03648422,PRJNA282721,lineage4.4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101176,SAMN03648423,SAMN03648423,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101177,SAMN03648424,SAMN03648424,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101178,SAMN03648425,SAMN03648425,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101179,SAMN03648426,SAMN03648426,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101180,SAMN03648427,SAMN03648427,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101181,SAMN03648428,SAMN03648428,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101182,SAMN03648429,SAMN03648429,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101183,SAMN03648430,SAMN03648430,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101184,SAMN03648431,SAMN03648431,PRJNA282721,lineage3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101185,SAMN03648432,SAMN03648432,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101186,SAMN03648433,SAMN03648433,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101187,SAMN03648434,SAMN03648434,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101188,SAMN03648435,SAMN03648435,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101189,SAMN03648436,SAMN03648436,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101190,SAMN03648437,SAMN03648437,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101191,SAMN03648438,SAMN03648438,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101192,SAMN03648439,SAMN03648439,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101193,SAMN03648440,SAMN03648440,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101194,SAMN03648441,SAMN03648441,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101195,SAMN03648442,SAMN03648442,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101196,SAMN03648443,SAMN03648443,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101197,SAMN03648444,SAMN03648444,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101198,SAMN03648445,SAMN03648445,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101199,SAMN03648446,SAMN03648446,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101200,SAMN03648447,SAMN03648447,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101201,SAMN03648448,SAMN03648448,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101202,SAMN03648449,SAMN03648449,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101203,SAMN03648450,SAMN03648450,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101204,SAMN03648451,SAMN03648451,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101205,SAMN03648452,SAMN03648452,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101206,SAMN03648453,SAMN03648453,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101207,SAMN03648454,SAMN03648454,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101208,SAMN03648455,SAMN03648455,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101209,SAMN03648456,SAMN03648456,PRJNA282721,lineage3.1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101210,SAMN03648457,SAMN03648457,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101211,SAMN03648458,SAMN03648458,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101212,SAMN03648459,SAMN03648459,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101213,SAMN03648460,SAMN03648460,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101214,SAMN03648461,SAMN03648461,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101215,SAMN03648462,SAMN03648462,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101216,SAMN03648463,SAMN03648463,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101217,SAMN03648464,SAMN03648464,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101218,SAMN03648465,SAMN03648465,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101219,SAMN03648466,SAMN03648466,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101220,SAMN03648467,SAMN03648467,PRJNA282721,lineage4.6.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101221,SAMN03648468,SAMN03648468,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101222,SAMN03648469,SAMN03648469,PRJNA282721,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101223,SAMN03648470,SAMN03648470,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101224,SAMN03648471,SAMN03648471,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101225,SAMN03648472,SAMN03648472,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101226,SAMN03648473,SAMN03648473,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101227,SAMN03648474,SAMN03648474,PRJNA282721,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101228,SAMN03648475,SAMN03648475,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101229,SAMN03648476,SAMN03648476,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101230,SAMN03648477,SAMN03648477,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101231,SAMN03648478,SAMN03648478,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101232,SAMN03648479,SAMN03648479,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101233,SAMN03648480,SAMN03648480,PRJNA282721,lineage2.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101234,SAMN03648481,SAMN03648481,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101235,SAMN03648482,SAMN03648482,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101236,SAMN03648483,SAMN03648483,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101237,SAMN03648484,SAMN03648484,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101238,SAMN03648485,SAMN03648485,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101239,SAMN03648486,SAMN03648486,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101240,SAMN03648487,SAMN03648487,PRJNA282721,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101241,SAMN03648488,SAMN03648488,PRJNA282721,lineage4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101242,SAMN03648489,SAMN03648489,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101243,SAMN03648490,SAMN03648490,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101244,SAMN03648491,SAMN03648491,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101245,SAMN03648492,SAMN03648492,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101246,SAMN03648493,SAMN03648493,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101247,SAMN03648494,SAMN03648494,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101248,SAMN03648495,SAMN03648495,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101249,SAMN03648496,SAMN03648496,PRJNA282721,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101250,SAMN03648497,SAMN03648497,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101251,SAMN03648498,SAMN03648498,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101252,SAMN03648499,SAMN03648499,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101253,SAMN03648500,SAMN03648500,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101254,SAMN03648501,SAMN03648501,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101255,SAMN03648502,SAMN03648502,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101256,SAMN03648503,SAMN03648503,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101257,SAMN03648504,SAMN03648504,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101258,SAMN03648505,SAMN03648505,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101259,SAMN03648506,SAMN03648506,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101260,SAMN03648507,SAMN03648507,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101261,SAMN03648508,SAMN03648508,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101262,SAMN03648509,SAMN03648509,PRJNA282721,lineage4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101264,SAMN03648511,SAMN03648511,PRJNA282721,lineage6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101265,SAMN03648512,SAMN03648512,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101266,SAMN03648513,SAMN03648513,PRJNA282721,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101267,SAMN03648514,SAMN03648514,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101268,SAMN03648515,SAMN03648515,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101269,SAMN03648516,SAMN03648516,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101270,SAMN03648517,SAMN03648517,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101271,SAMN03648518,SAMN03648518,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101272,SAMN03648519,SAMN03648519,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101273,SAMN03648520,SAMN03648520,PRJNA282721,lineage4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101274,SAMN03648521,SAMN03648521,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101275,SAMN03648522,SAMN03648522,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101276,SAMN03648523,SAMN03648523,PRJNA282721,lineage4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101277,SAMN03648524,SAMN03648524,PRJNA282721,lineage4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101278,SAMN03648525,SAMN03648525,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101279,SAMN03648526,SAMN03648526,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101280,SAMN03648527,NA,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101281,SAMN03648528,NA,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101282,SAMN03648529,NA,PRJNA282721,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101283,SAMN03648530,NA,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101284,SAMN03648531,NA,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101285,SAMN03648532,NA,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101286,SAMN03648533,NA,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101287,SAMN03648534,NA,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101288,SAMN03648535,NA,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101289,SAMN03648536,NA,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101290,SAMN03648537,NA,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101291,SAMN03648538,NA,PRJNA282721,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101292,SAMN03648539,NA,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101293,SAMN03648540,NA,PRJNA282721,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101294,SAMN03648541,NA,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101295,SAMN03648542,NA,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101296,SAMN03648543,NA,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101297,SAMN03648544,NA,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101298,SAMN03648545,NA,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101299,SAMN03648546,NA,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101300,SAMN03648547,SAMN03648547,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101301,SAMN03648548,SAMN03648548,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101302,SAMN03648549,SAMN03648549,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101303,SAMN03648550,SAMN03648550,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101304,SAMN03648551,SAMN03648551,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101305,SAMN03648552,SAMN03648552,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101306,SAMN03648553,SAMN03648553,PRJNA282721,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101307,SAMN03648554,SAMN03648554,PRJNA282721,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101308,SAMN03648555,SAMN03648555,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101309,SAMN03648556,SAMN03648556,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101310,SAMN03648557,SAMN03648557,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101311,SAMN03648558,SAMN03648558,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101313,SAMN03648560,SAMN03648560,PRJNA282721,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101314,SAMN03648561,SAMN03648561,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101316,SAMN03648563,SAMN03648563,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101317,SAMN03648564,SAMN03648564,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101318,SAMN03648565,SAMN03648565,PRJNA282721,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101319,SAMN03648566,SAMN03648566,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101320,SAMN03648567,NA,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101321,SAMN03648568,NA,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101322,SAMN03648569,SAMN03648569,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101323,SAMN03648570,NA,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101324,SAMN03648571,NA,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101325,SAMN03648572,NA,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101326,SAMN03648573,NA,PRJNA282721,lineage2.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101327,SAMN03648574,NA,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101328,SAMN03648575,NA,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101329,SAMN03648576,NA,PRJNA282721,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101330,SAMN03648577,SAMN03648577,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101331,SAMN03648578,SAMN03648578,PRJNA282721,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101332,SAMN03648579,SAMN03648579,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101333,SAMN03648580,SAMN03648580,PRJNA282721,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101334,SAMN03648581,SAMN03648581,PRJNA282721,lineage4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
