id,sample_accession,accession,study_accession,lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552268,SAMEA2534528,SAMEA2534528,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552269,SAMEA2534529,SAMEA2534529,PRJEB9680,lineage4.3.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552270,SAMEA2534530,SAMEA2534530,PRJEB9680,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552271,SAMEA2534531,SAMEA2534531,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552272,SAMEA2534532,SAMEA2534532,PRJEB9680,lineage4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552273,SAMEA2534533,SAMEA2534533,NA,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552274,SAMEA2534534,SAMEA2534534,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552275,SAMEA2534535,SAMEA2534535,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552276,SAMEA2534536,SAMEA2534536,PRJEB6273,lineage1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552278,SAMEA2534537,SAMEA2534537,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552280,SAMEA2534539,SAMEA2534539,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552281_ERR552282,SAMEA2534540,SAMEA2534540,PRJEB7727,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552284,SAMEA2534541,SAMEA2534541,NA,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552286_ERR552287,SAMEA2534542,SAMEA2534542,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552288,SAMEA2534544,SAMEA2534544,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552290,SAMEA2534546,SAMEA2534546,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552291,SAMEA2534545,SAMEA2534545,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552292,SAMEA2534547,SAMEA2534547,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552293,SAMEA2534548,SAMEA2534548,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552294,SAMEA2534549,SAMEA2534549,PRJEB9680,lineage6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552296,SAMEA2534550,SAMEA2534550,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552297_ERR552298,SAMEA2534551,SAMEA2534551,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552299,SAMEA2534552,SAMEA2534552,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552300,SAMEA2534553,SAMEA2534553,PRJEB9680,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552302_ERR552301,SAMEA2534554,SAMEA2534554,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552309_ERR552310_ERR552308,SAMEA2534557,SAMEA2534557,NA,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552314,SAMEA2534558,SAMEA2534558,NA,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552315,SAMEA2534559,SAMEA2534559,PRJEB9680,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552316,SAMEA2534560,SAMEA2534560,PRJEB9680,lineage4.6.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552317,SAMEA2534561,SAMEA2534561,PRJEB9680,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552320,SAMEA2534562,SAMEA2534562,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552321_ERR552322,SAMEA2534564,SAMEA2534564,PRJEB9680,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552324,SAMEA2534566,SAMEA2534566,PRJEB9680,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552326,SAMEA2534567,SAMEA2534567,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552327,SAMEA2534568,SAMEA2534568,PRJEB6273,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552333,SAMEA2534571,SAMEA2534571,NA,lineage4.2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552334,SAMEA2534572,SAMEA2534572,PRJEB9680,lineage4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552335,SAMEA2534573,SAMEA2534573,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552336,SAMEA2534574,SAMEA2534574,PRJEB9680,lineage4.3.4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552338,SAMEA2534576,SAMEA2534576,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552339,SAMEA2534577,SAMEA2534577,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552341_ERR552342,SAMEA2534580,SAMEA2534580,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552345,SAMEA2534584,SAMEA2534584,PRJEB9680,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552346_ERR552347,SAMEA2534582,SAMEA2534582,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552350,SAMEA2534586,SAMEA2534586,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552352,SAMEA2534588,SAMEA2534588,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552353,SAMEA2534589,SAMEA2534589,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552354,SAMEA2534590,SAMEA2534590,PRJEB9680,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552355,SAMEA2534591,SAMEA2534591,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552358,SAMEA2534593,SAMEA2534593,PRJEB7281,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552359,SAMEA2534595,SAMEA2534595,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552360,SAMEA2534594,SAMEA2534594,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552361,SAMEA2534596,SAMEA2534596,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552363_ERR552364_ERR552362,SAMEA2534597,SAMEA2534597,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552367,SAMEA2534599,SAMEA2534599,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552368,SAMEA2534600,SAMEA2534600,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552371,SAMEA2534603,SAMEA2534603,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552372,SAMEA2534602,SAMEA2534602,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552374_ERR552373,SAMEA2534605,SAMEA2534605,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552375,SAMEA2534606,SAMEA2534606,PRJEB9680,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552377_ERR552376,SAMEA2534607,SAMEA2534607,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552378,SAMEA2534608,SAMEA2534608,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552379,SAMEA2534609,SAMEA2534609,PRJEB9680,lineage4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552381,SAMEA2534610,SAMEA2534610,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552382,SAMEA2534611,SAMEA2534611,PRJEB9680,lineage4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552384_ERR552383,SAMEA2534612,SAMEA2534612,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552385,SAMEA2534613,SAMEA2534613,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552388,SAMEA2534617,SAMEA2534617,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552390_ERR552389,SAMEA2534616,SAMEA2534616,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552391,SAMEA2534618,SAMEA2534618,PRJEB9680,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552394,SAMEA2534619,SAMEA2534619,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552397,SAMEA2534622,SAMEA2534622,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552399_ERR552398,SAMEA2534623,SAMEA2534623,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552400_ERR552401,SAMEA2534624,SAMEA2534624,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552402,SAMEA2534625,SAMEA2534625,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552405,SAMEA2534628,SAMEA2534628,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552408,SAMEA2534630,SAMEA2534630,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552409_ERR552410,SAMEA2534631,SAMEA2534631,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552411,SAMEA2534632,SAMEA2534632,PRJEB7727,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552413_ERR552412,SAMEA2534633,SAMEA2534633,PRJEB9680,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552414,SAMEA2534636,SAMEA2534636,NA,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552415,SAMEA2534635,SAMEA2534635,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552417_ERR552418,SAMEA2534634,SAMEA2534634,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552419,SAMEA2534637,SAMEA2534637,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552420,SAMEA2534638,SAMEA2534638,NA,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552427,SAMEA2534641,SAMEA2534641,PRJEB7727,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552428,SAMEA2534639,SAMEA2534639,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552429,SAMEA2534642,SAMEA2534642,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552434_ERR552433,SAMEA2534644,SAMEA2534644,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552436,SAMEA2534646,SAMEA2534646,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552438,SAMEA2534649,SAMEA2534649,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552440,SAMEA2534650,SAMEA2534650,PRJEB9680,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552441,SAMEA2534651,SAMEA2534651,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552443_ERR552442,SAMEA2534652,SAMEA2534652,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552446_ERR552447,SAMEA2534654,SAMEA2534654,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552449,SAMEA2534657,SAMEA2534657,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552451_ERR552450_ERR552452,SAMEA2534656,SAMEA2534656,PRJEB6273,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552455_ERR552454,SAMEA2534660,SAMEA2534660,PRJEB7727,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552456,SAMEA2534659,SAMEA2534659,NA,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552457_ERR552458,SAMEA2534661,SAMEA2534661,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552459,SAMEA2534662,SAMEA2534662,PRJEB9680,lineage4.2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552460,SAMEA2534664,SAMEA2534664,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552461,SAMEA2534663,SAMEA2534663,PRJEB9680,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552463,SAMEA2534666,SAMEA2534666,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552464,SAMEA2534667,SAMEA2534667,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552465,SAMEA2534668,SAMEA2534668,PRJEB9680,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552469,SAMEA2534670,SAMEA2534670,NA,lineage4.2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552476,SAMEA2534674,SAMEA2534674,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552477,SAMEA2534675,SAMEA2534675,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552479,SAMEA2534676,SAMEA2534676,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552482,SAMEA2534677,SAMEA2534677,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552483,SAMEA2534678,SAMEA2534678,PRJEB9680,lineage4.2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552484,SAMEA2534679,SAMEA2534679,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552487,SAMEA2534682,SAMEA2534682,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552490,SAMEA2534684,SAMEA2534684,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552491,SAMEA2534685,SAMEA2534685,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552493,SAMEA2534687,SAMEA2534687,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552495,SAMEA2534688,SAMEA2534688,NA,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552496,SAMEA2534689,SAMEA2534689,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552499_ERR552498,SAMEA2534690,SAMEA2534690,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552501_ERR552500,SAMEA2534691,SAMEA2534691,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552502,SAMEA2534692,SAMEA2534692,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552503_ERR552504,SAMEA2534693,SAMEA2534693,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552505,SAMEA2534694,SAMEA2534694,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552508,SAMEA2534697,SAMEA2534697,PRJEB9680,lineage4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552510_ERR552509,SAMEA2534696,SAMEA2534696,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552511,SAMEA2534698,SAMEA2534698,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552512,SAMEA2534700,SAMEA2534700,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552513_ERR552514,SAMEA2534699,SAMEA2534699,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552517,SAMEA2534702,SAMEA2534702,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552518,SAMEA2534704,SAMEA2534704,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552519_ERR552520,SAMEA2534703,SAMEA2534703,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552522_ERR552523_ERR552521,SAMEA2534705,SAMEA2534705,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552524,SAMEA2534706,SAMEA2534706,PRJEB9680,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552525,SAMEA2534707,SAMEA2534707,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552528,SAMEA2534709,SAMEA2534709,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552530_ERR552531_ERR552532,SAMEA2534711,SAMEA2534711,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552535,SAMEA2534714,SAMEA2534714,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552538,SAMEA2534716,SAMEA2534716,PRJEB9680,lineage4.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552539,SAMEA2534717,SAMEA2534717,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552540,SAMEA2534718,SAMEA2534718,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552541,SAMEA2534719,SAMEA2534719,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552543,SAMEA2534722,SAMEA2534722,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552544,SAMEA2534723,SAMEA2534723,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552545_ERR552546,SAMEA2534721,SAMEA2534721,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552547,SAMEA2534724,SAMEA2534724,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552553,SAMEA2534728,SAMEA2534728,PRJEB7727,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552555,SAMEA2534730,SAMEA2534730,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552560_ERR552561_ERR552559,SAMEA2534732,SAMEA2534732,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552564,SAMEA2534735,SAMEA2534735,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552567,SAMEA2534737,SAMEA2534737,PRJEB9680,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552568,SAMEA2534738,SAMEA2534738,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552570_ERR552571_ERR552569,SAMEA2534739,SAMEA2534739,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552573,SAMEA2534740,SAMEA2534740,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552577,SAMEA2517430,SAMEA2517430,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552578,SAMEA2534742,SAMEA2534742,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552580,SAMEA2534744,SAMEA2534744,PRJEB7281,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552581,SAMEA2534745,SAMEA2534745,PRJEB9680,lineage4.6.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552582,SAMEA2534746,SAMEA2534746,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552583,SAMEA2534747,SAMEA2534747,PRJEB9680,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552584,SAMEA2534748,SAMEA2534748,PRJEB9680,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552586_ERR552585,SAMEA2534749,SAMEA2534749,PRJEB9680,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552587,SAMEA2534750,SAMEA2534750,PRJEB9680,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552591,SAMEA2534752,SAMEA2534752,PRJEB9680,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR552595,SAMEA2534754,SAMEA2534754,PRJEB6273,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
